"","country","ccode","year","Capacity","demo","lnpop","lngdp","polity2"
"1868","Hungary",310,2004,0.889155745506287,1,9.21403312683105,9.05345249176025,1
"1869","Hungary",310,2005,1.03254187107086,1,9.21446228027344,9.09526634216309,1
"1870","Hungary",310,2006,1.01230418682098,1,9.21538734436035,9.13604736328125,1
"1871","Hungary",310,2007,0.855713367462158,1,9.21678447723389,9.15048408508301,1
"1872","Hungary",310,2008,0.718786060810089,1,9.21860408782959,9.15928745269775,1
"1873","Hungary",310,2009,0.536933958530426,1,9.22078609466553,9.16148567199707,1
"1874","Czechoslovakia",315,1960,0.528178691864014,0,9.52186107635498,8.5385627746582,-0.699999988079071
"1875","Czechoslovakia",315,1961,0.558319926261902,0,9.53104591369629,8.56845664978027,-0.699999988079071
"1876","Czechoslovakia",315,1962,0.616879999637604,0,9.53683471679688,8.57621669769287,-0.699999988079071
"1877","Czechoslovakia",315,1963,0.529757499694824,0,9.54344940185547,8.55062770843506,-0.699999988079071
"1878","Czechoslovakia",315,1964,0.522150456905365,0,9.55101776123047,8.58895587921143,-0.699999988079071
"1879","Czechoslovakia",315,1965,0.472202122211456,0,9.55817604064941,8.61848545074463,-0.699999988079071
"1880","Czechoslovakia",315,1966,0.486268013715744,0,9.56387996673584,8.65538883209229,-0.699999988079071
"1881","Czechoslovakia",315,1967,0.562338709831238,0,9.568434715271,8.69349670410156,-0.699999988079071
"1882","Czechoslovakia",315,1968,0.16447451710701,0,9.572340965271,8.73600769042969,0
"1883","Czechoslovakia",315,1969,0.683621287345886,0,9.57609367370605,8.75683975219727,-0.699999988079071
"1884","Czechoslovakia",315,1970,0.801315605640411,0,9.57045936584473,8.77431297302246,-0.699999988079071
"1885","Czechoslovakia",315,1971,0.910398185253143,0,9.5743579864502,8.80357456207275,-0.699999988079071
"1886","Czechoslovakia",315,1972,0.977570056915283,0,9.57955646514893,8.83317089080811,-0.699999988079071
"1887","Czechoslovakia",315,1973,1.0335465669632,0,9.58610153198242,8.85950565338135,-0.699999988079071
"1888","Czechoslovakia",315,1974,1.08148550987244,0,9.59471797943115,8.88779067993164,-0.699999988079071
"1889","Czechoslovakia",315,1975,0.771604955196381,0,9.60258483886719,8.90910053253174,-0.699999988079071
"1890","Czechoslovakia",315,1976,0.606115281581879,0,9.61039066314697,8.91744518280029,-0.699999988079071
"1891","Czechoslovakia",315,1977,0.703571915626526,0,9.61787033081055,8.95467376708984,-0.699999988079071
"1892","Czechoslovakia",315,1978,0.73859316110611,0,9.62496376037598,8.96008205413818,-0.699999988079071
"1893","Czechoslovakia",315,1979,0.815237998962402,0,9.63154792785645,8.96239185333252,-0.699999988079071
"1894","Czechoslovakia",315,1980,0.837915658950806,0,9.63639163970947,8.98494434356689,-0.699999988079071
"1895","Czechoslovakia",315,1981,0.906092286109924,0,9.6369800567627,8.97613620758057,-0.699999988079071
"1896","Czechoslovakia",315,1982,0.769452035427094,0,9.64017295837402,8.99280643463135,-0.699999988079071
"1897","Czechoslovakia",315,1983,0.895040512084961,0,9.64309597015381,9.00540542602539,-0.699999988079071
"1898","Czechoslovakia",315,1984,0.788541495800018,0,9.64594650268555,9.0262975692749,-0.699999988079071
"1899","Czechoslovakia",315,1985,0.779212057590485,0,9.64859485626221,9.03205108642578,-0.699999988079071
"1900","Czechoslovakia",315,1986,0.759404957294464,0,9.65085124969482,9.04864501953125,-0.699999988079071
"1901","Czechoslovakia",315,1987,0.795143842697144,0,9.65329360961914,9.05181312561035,-0.699999988079071
"1902","Czechoslovakia",315,1988,0.810788571834564,0,9.65553855895996,9.07211208343506,-0.699999988079071
"1903","Czechoslovakia",315,1989,0.861023962497711,0,9.6575231552124,9.07886409759521,-0.600000023841858
"1904","Czechoslovakia",315,1990,1.08378195762634,1,9.65899276733398,9.04934978485107,0.800000011920929
"1905","Czechoslovakia",315,1991,0.775480270385742,1,9.6540002822876,8.91449165344238,0.800000011920929
"1906","Czechoslovakia",315,1992,0.352498382329941,1,9.6634521484375,8.88930797576904,0.800000011920929
"1907","Czech Rep.",316,1993,1.0955513715744,1,9.24300098419189,8.96367263793945,1
"1908","Czech Rep.",316,1994,0.97556060552597,1,9.24348449707031,8.98532009124756,1
"1909","Czech Rep.",316,1995,1.04172778129578,1,9.24300098419189,9.04357719421387,1
"1910","Czech Rep.",316,1996,1.03828310966492,1,9.24145126342773,9.08545684814453,1
"1911","Czech Rep.",316,1997,0.761557877063751,1,9.24038410186768,9.07931995391846,1
"1912","Czech Rep.",316,1998,0.73443078994751,1,9.23824691772461,9.07142353057861,1
"1913","Czech Rep.",316,1999,0.547268092632294,1,9.23630046844482,9.0853443145752,1
"1914","Czech Rep.",316,2000,0.683334231376648,1,9.23454475402832,9.12216472625732,1
"1915","Czech Rep.",316,2001,0.51296454668045,1,9.23454475402832,9.1485710144043,1
"1916","Czech Rep.",316,2002,0.914560496807098,1,9.23454475402832,9.16670227050781,1
"1917","Czech Rep.",316,2003,0.901786386966705,1,9.23454475402832,9.20271110534668,1
"1918","Czech Rep.",316,2004,0.852842748165131,1,9.23454475402832,9.2472505569458,1
"1919","Czech Rep.",316,2005,0.887720465660095,1,9.23471832275391,9.30882740020752,1
"1920","Czech Rep.",316,2006,1.17090451717377,1,9.23490524291992,9.37517642974854,0.800000011920929
"1921","Czech Rep.",316,2007,1.01718425750732,1,9.23509883880615,9.43508243560791,0.800000011920929
"1922","Czech Rep.",316,2008,1.0011088848114,1,9.23525810241699,9.50416564941406,0.800000011920929
"1923","Czech Rep.",316,2009,1.11062204837799,1,9.23537635803223,9.59535026550293,0.800000011920929
"1924","Slovakia",317,1993,0.191027507185936,1,8.58035564422607,8.74049663543701,0.699999988079071
"1925","Slovakia",317,1994,0.266524106264114,1,8.5844783782959,8.79664134979248,0.699999988079071
"1926","Slovakia",317,1995,0.434597343206406,1,8.58765125274658,8.85037422180176,0.699999988079071
"1927","Slovakia",317,1996,0.8314568400383,1,8.58951377868652,8.90788269042969,0.699999988079071
"1928","Slovakia",317,1997,0.787536799907684,1,8.5911865234375,8.95105171203613,0.699999988079071
"1929","Slovakia",317,1998,0.908245205879211,1,8.59007167816162,9.00589561462402,0.899999976158142
"1930","Slovakia",317,1999,0.683334231376648,1,8.59100151062012,9.00675392150879,0.899999976158142
"1931","Slovakia",317,2000,0.862315714359283,1,8.59192943572998,9.01432514190674,0.899999976158142
"1932","Slovakia",317,2001,0.929200530052185,1,8.59192943572998,9.04499435424805,0.899999976158142
"1933","Slovakia",317,2002,0.544971644878387,1,9.73966884613037,9.08398342132568,0.899999976158142
"1934","Slovakia",317,2003,0.699983656406403,1,9.76549911499023,9.12391090393066,0.899999976158142
"1935","Slovakia",317,2004,1.13502204418182,1,9.79132843017578,9.17554187774658,0.899999976158142
"1936","Slovakia",317,2005,1.38906955718994,1,10,9.23707962036133,0.899999976158142
"1937","Slovakia",317,2006,1.39337551593781,1,10,9.31721973419189,1
"1938","Slovakia",317,2007,1.2670693397522,1,10,9.41466808319092,1
"1939","Slovakia",317,2008,1.33309304714203,1,10,9.52496433258057,1
"1940","Slovakia",317,2009,1.16803395748138,1,10,9.65283298492432,1
"1941","Italy",325,1960,0.233368754386902,1,10.8237905502319,8.68541622161865,1
"1942","Italy",325,1961,0.236956998705864,1,10.8304605484009,8.75982570648193,1
"1943","Italy",325,1962,0.282168835401535,1,10.8372249603271,8.82864093780518,1
"1944","Italy",325,1963,0.235952287912369,1,10.8445291519165,8.89041042327881,1
"1945","Italy",325,1964,0.275566458702087,1,10.8527488708496,8.92092323303223,1
"1946","Italy",325,1965,0.275279402732849,1,10.8611698150635,8.93564033508301,1
"1947","Italy",325,1966,0.281594723463058,1,10.8689489364624,8.97992038726807,1
"1948","Italy",325,1967,0.265949994325638,1,10.8761777877808,9.04239463806152,1
"1949","Italy",325,1968,0.26523232460022,1,10.8825092315674,9.11657905578613,1
"1950","Italy",325,1969,0.315611243247986,1,10.888165473938,9.16597080230713,1
"1951","Italy",325,1970,0.356086611747742,1,10.8934564590454,9.1818380355835,1
"1952","Italy",325,1971,0.420818477869034,1,10.8981084823608,9.1941089630127,1
"1953","Italy",325,1972,0.546550452709198,1,10.9037885665894,9.21632289886475,1
"1954","Italy",325,1973,0.872219264507294,1,10.910569190979,9.27181148529053,1
"1955","Italy",325,1974,0.940108776092529,1,10.9171228408813,9.30982398986816,1
"1956","Italy",325,1975,0.963647663593292,1,10.9230928421021,9.28191661834717,1
"1957","Italy",325,1976,1.08737027645111,1,10.9280767440796,9.34005165100098,1
"1958","Italy",325,1977,1.22544574737549,1,10.9323205947876,9.36460494995117,1
"1959","Italy",325,1978,1.31443417072296,1,10.9358892440796,9.39798069000244,1
"1960","Italy",325,1979,1.41777551174164,1,10.9387874603271,9.45093059539795,1
"1961","Italy",325,1980,1.48666977882385,1,10.9408445358276,9.48410129547119,1
"1962","Italy",325,1981,1.48810505867004,1,10.9421548843384,9.48797225952148,1
"1963","Italy",325,1982,1.50389325618744,1,10.9444704055786,9.49190330505371,1
"1964","Italy",325,1983,1.394810795784,1,10.9479427337646,9.50233840942383,1
"1965","Italy",325,1984,1.55412864685059,1,10.9509115219116,9.52653694152832,1
"1966","Italy",325,1985,1.55412864685059,1,10.9532947540283,9.55364608764648,1
"1967","Italy",325,1986,1.61297583580017,1,10.9551305770874,9.58162784576416,1
"1968","Italy",325,1987,1.60723471641541,1,10.9568586349487,9.61219882965088,1
"1969","Italy",325,1988,1.78234088420868,1,10.9585313796997,9.65007781982422,1
"1970","Italy",325,1989,1.81248211860657,1,10.9602699279785,9.67840480804443,1
"1971","Italy",325,1990,1.86989390850067,1,10.9623537063599,9.69971752166748,1
"1972","Italy",325,1991,1.91725873947144,1,10.9464464187622,9.71347618103027,1
"1973","Italy",325,1992,1.91008222103119,1,10.9483470916748,9.71938419342041,1
"1974","Italy",325,1993,1.80387032032013,1,10.9516830444336,9.70722961425781,1
"1975","Italy",325,1994,1.68761122226715,1,10.9543962478638,9.72639274597168,1
"1976","Italy",325,1995,1.56848168373108,1,10.956090927124,9.75353622436523,1
"1977","Italy",325,1996,1.60436403751373,1,10.9574689865112,9.76284503936768,1
"1978","Italy",325,1997,1.18956339359283,1,10.9599571228027,9.78092479705811,1
"1979","Italy",325,1998,1.16516327857971,1,10.9572763442993,9.78886222839355,1
"1980","Italy",325,1999,0.969532370567322,1,10.956823348999,9.80697631835938,1
"1981","Italy",325,2000,0.933937013149261,1,10.9560384750366,9.84022808074951,1
"1982","Italy",325,2001,0.903795778751373,1,10.9560213088989,9.85581970214844,1
"1983","Italy",325,2002,1.12066912651062,1,10.9560031890869,9.85781002044678,1
"1984","Italy",325,2003,1.10631620883942,1,10.9559860229492,9.85692024230957,1
"1985","Italy",325,2004,1.03125011920929,1,10.9559688568115,9.86786079406738,1
"1986","Italy",325,2005,0.937238216400146,1,10.9566059112549,9.87405872344971,1
"1987","Italy",325,2006,0.92259818315506,1,10.9572315216064,9.89333629608154,1
"1988","Italy",325,2007,0.984459459781647,1,10.957799911499,9.90897274017334,1
"1989","Italy",325,2008,0.784522652626038,1,10.9583234786987,9.91633033752441,1
"1990","Italy",325,2009,0.830739200115204,1,10.9588060379028,9.92299938201904,1
"1991","Albania",339,1960,0.529613971710205,0,7.38523101806641,7.28000831604004,-0.899999976158142
"1992","Albania",339,1961,0.61171293258667,0,7.41517496109009,7.28824424743652,-0.899999976158142
"1993","Albania",339,1962,0.648025929927826,0,7.4460015296936,7.32052707672119,-0.899999976158142
"1994","Albania",339,1963,0.591475248336792,0,7.47590589523315,7.35436248779297,-0.899999976158142
"1995","Albania",339,1964,0.614296495914459,0,7.50549221038818,7.38770914077759,-0.899999976158142
"1996","Albania",339,1965,0.568941116333008,0,7.53422832489014,7.42356824874878,-0.899999976158142
"1997","Albania",339,1966,0.561334013938904,0,7.56216144561768,7.46049022674561,-0.899999976158142
"1998","Albania",339,1967,0.561764597892761,0,7.58375644683838,7.49776172637939,-0.899999976158142
"1999","Albania",339,1968,0.555162250995636,0,7.61085271835327,7.53315877914429,-0.899999976158142
"2000","Albania",339,1969,0.533632814884186,0,7.64060401916504,7.56631088256836,-0.899999976158142
"2001","Albania",339,1970,0.629797697067261,0,7.66715812683105,7.60290050506592,-0.899999976158142
"2002","Albania",339,1971,0.679315388202667,0,7.69074296951294,7.64204454421997,-0.899999976158142
"2003","Albania",339,1972,0.67142128944397,0,7.71556949615479,7.68017578125,-0.899999976158142
"2004","Albania",339,1973,0.723953127861023,0,7.73848819732666,7.7288556098938,-0.899999976158142
"2005","Albania",339,1974,0.757682621479034,0,7.76131916046143,7.73280763626099,-0.899999976158142
"2006","Albania",339,1975,0.475646823644638,0,7.78405714035034,7.73587036132812,-0.899999976158142
"2007","Albania",339,1976,0.625635325908661,0,7.8058819770813,7.74022960662842,-0.899999976158142
"2008","Albania",339,1977,0.471053868532181,0,7.82763957977295,7.74456977844238,-0.899999976158142
"2009","Albania",339,1978,0.547842264175415,0,7.84932374954224,7.74889135360718,-0.899999976158142
"2010","Albania",339,1979,0.590614080429077,0,7.87016582489014,7.75405263900757,-0.899999976158142
"2011","Albania",339,1980,0.654628336429596,0,7.89020824432373,7.76089334487915,-0.899999976158142
"2012","Albania",339,1981,0.670129537582397,0,7.91022348403931,7.76641702651978,-0.899999976158142
"2013","Albania",339,1982,0.449380904436111,0,7.93056583404541,7.77191019058228,-0.899999976158142
"2014","Albania",339,1983,0.437037348747253,0,7.95120716094971,7.77779245376587,-0.899999976158142
"2015","Albania",339,1984,0.51052451133728,0,7.97177600860596,7.78322410583496,-0.899999976158142
"2016","Albania",339,1985,0.52631276845932,0,7.99226856231689,7.78862619400024,-0.899999976158142
"2017","Albania",339,1986,0.434023231267929,0,8.01201820373535,7.79482316970825,-0.899999976158142
"2018","Albania",339,1987,0.40617847442627,0,8.03171062469482,7.8009819984436,-0.899999976158142
"2019","Albania",339,1988,0.317190080881119,0,8.05165958404541,7.8075098991394,-0.899999976158142
"2020","Albania",339,1989,0.267098218202591,0,8.0709056854248,7.81480360031128,-0.899999976158142
"2021","Albania",339,1990,-0.0146505031734705,0,8.08856201171875,7.823646068573,0.100000001490116
"2022","Albania",339,1991,-0.150716617703438,0,8.08825492858887,7.48211908340454,0.100000001490116
"2023","Albania",339,1992,-0.239992067217827,1,8.12088584899902,7.39756155014038,0.5
"2024","Albania",339,1993,0.00242952653206885,1,8.15651035308838,7.4815559387207,0.5
"2025","Albania",339,1994,-0.0917259305715561,1,8.17413902282715,7.5532865524292,0.5
"2026","Albania",339,1995,0.0397472381591797,1,8.19146347045898,7.67182683944702,0.5
"2027","Albania",339,1996,-0.0208222791552544,0,8.20275592803955,7.75491046905518,0
"2028","Albania",339,1997,-0.0981847643852234,1,8.22469997406006,7.64348268508911,0.5
"2029","Albania",339,1998,0.144236832857132,1,8.04558849334717,7.7591872215271,0.5
"2030","Albania",339,1999,-0.137655422091484,1,8.04366302490234,7.85049295425415,0.5
"2031","Albania",339,2000,0.0203707348555326,1,8.04366302490234,7.91607809066772,0.5
"2032","Albania",339,2001,0.0159213151782751,1,8.0430212020874,7.98104953765869,0.5
"2033","Albania",339,2002,-0.0476623252034187,1,8.04237842559814,8.00936317443848,0.699999988079071
"2034","Albania",339,2003,0.181267485022545,1,8.04173469543457,8.06243324279785,0.699999988079071
"2035","Albania",339,2004,0.276714712381363,1,8.04109382629395,8.1146240234375,0.699999988079071
"2036","Albania",339,2005,0.0330013446509838,1,8.04592227935791,8.16564750671387,0.899999976158142
"2037","Albania",339,2006,0.199926346540451,1,8.05064010620117,8.21419429779053,0.899999976158142
"2038","Albania",339,2007,0.175382763147354,1,8.05542469024658,8.27001285552979,0.899999976158142
"2039","Albania",339,2008,0.267528802156448,1,8.05995178222656,8.27937030792236,0.899999976158142
"2040","Albania",339,2009,0.331255972385406,1,8.06423664093018,8.27402877807617,0.899999976158142
"2041","Serbia",342,2006,-0.600682139396667,1,NA,8.12592697143555,0.800000011920929
"2042","Serbia",342,2007,0.098737932741642,1,NA,8.14235401153564,0.800000011920929
"2043","Serbia",342,2008,0.38421842455864,1,NA,NA,0.800000011920929
"2044","Serbia",342,2009,0.442060887813568,1,NA,NA,0.800000011920929
"2045","Macedonia",343,1991,-1.89345371723175,1,7.66996192932129,8.21959590911865,0.600000023841858
"2046","Macedonia",343,1992,-1.60151445865631,1,7.67948246002197,8.14002418518066,0.600000023841858
"2047","Macedonia",343,1993,-0.0142199145630002,1,7.65728282928467,8.04718971252441,0.600000023841858
"2048","Macedonia",343,1994,-0.357313215732574,1,7.66762590408325,8.01994132995605,0.600000023841858
"2049","Macedonia",343,1995,-0.146123677492142,1,7.58273839950562,7.99900722503662,0.600000023841858
"2050","Macedonia",343,1996,-0.132057771086693,1,7.68478393554688,8.00235939025879,0.600000023841858
"2051","Macedonia",343,1997,-0.204841658473015,1,7.69211339950562,8.00936317443848,0.600000023841858
"2052","Macedonia",343,1998,-0.107370667159557,1,7.60090255737305,8.0372200012207,0.600000023841858
"2053","Macedonia",343,1999,-0.161624878644943,1,7.60688447952271,8.0746488571167,0.600000023841858
"2054","Macedonia",343,2000,-0.122871868312359,1,7.61332511901855,8.1140251159668,0.600000023841858
"2055","Macedonia",343,2001,-0.169662535190582,1,7.61332511901855,8.06337738037109,0.600000023841858
"2056","Macedonia",343,2002,0.144810944795609,1,7.61332511901855,8.06902885437012,0.899999976158142
"2057","Macedonia",343,2003,0.16045568883419,1,7.61332511901855,8.1001615524292,0.899999976158142
"2058","Macedonia",343,2004,0.248582899570465,1,7.61332511901855,8.13798046112061,0.899999976158142
"2059","Macedonia",343,2005,0.580854058265686,1,7.62153911590576,8.17554759979248,0.899999976158142
"2060","Macedonia",343,2006,0.494018614292145,1,7.62209558486938,8.2122974395752,0.899999976158142
"2061","Macedonia",343,2007,0.508084535598755,1,7.62100648880005,8.26693534851074,0.899999976158142
"2062","Macedonia",343,2008,0.586738765239716,1,7.62309312820435,8.31079196929932,0.899999976158142
"2063","Macedonia",343,2009,0.253893494606018,1,7.62353515625,8.35458087921143,0.899999976158142
"2064","Croatia",344,1991,-1.27297508716583,0,8.45352935791016,8.65834522247314,-0.300000011920929
"2065","Croatia",344,1992,0.474211513996124,0,8.40536785125732,8.54422473907471,-0.300000011920929
"2066","Croatia",344,1993,0.732277870178223,0,8.44290065765381,8.46273708343506,-0.300000011920929
"2067","Croatia",344,1994,0.807630956172943,0,8.44462203979492,8.51438903808594,-0.300000011920929
"2068","Croatia",344,1995,0.817390918731689,0,8.44891452789307,8.58335494995117,-0.5
"2069","Croatia",344,1996,0.899202823638916,0,8.41072082519531,8.64804553985596,-0.5
"2070","Croatia",344,1997,0.911115825176239,0,8.41161060333252,8.71817302703857,-0.5
"2071","Croatia",344,1998,0.939821720123291,0,8.40782451629639,8.74846363067627,-0.5
"2072","Croatia",344,1999,0.617023527622223,0,8.40693187713623,8.74209499359131,0.100000001490116
"2073","Croatia",344,2000,1.17808103561401,1,8.40603828430176,8.77012825012207,0.800000011920929
"2074","Croatia",344,2001,1.0638313293457,1,8.40603828430176,8.80672359466553,0.800000011920929
"2075","Croatia",344,2002,1.04560315608978,1,8.40603828430176,8.84807872772217,0.800000011920929
"2076","Croatia",344,2003,1.01273477077484,1,8.40603828430176,8.88640880584717,0.800000011920929
"2077","Croatia",344,2004,1.06842434406281,1,8.40603828430176,8.92864036560059,0.800000011920929
"2078","Croatia",344,2005,1.10588550567627,1,8.40813446044922,8.97005081176758,0.899999976158142
"2079","Croatia",344,2006,0.714767217636108,1,8.40983867645264,9.01626968383789,0.899999976158142
"2080","Croatia",344,2007,0.828586280345917,1,8.41094493865967,9.07015800476074,0.899999976158142
"2081","Croatia",344,2008,0.794856786727905,1,8.41140556335449,9.1116304397583,0.899999976158142
"2082","Croatia",344,2009,0.55444461107254,1,8.41146087646484,9.1464147567749,0.899999976158142
"2083","Yugoslavia",345,1960,0.366707801818848,0,9.82026863098145,7.79852294921875,-0.699999988079071
"2084","Yugoslavia",345,1961,0.334700703620911,0,9.8308629989624,7.83280754089355,-0.699999988079071
"2085","Yugoslavia",345,1962,0.069601409137249,0,9.84272861480713,7.84149312973022,-0.699999988079071
"2086","Yugoslavia",345,1963,0.0381684117019176,0,9.85455989837646,7.93056583404541,-0.699999988079071
"2087","Yugoslavia",345,1964,0.0608460977673531,0,9.86604499816895,8.01268100738525,-0.699999988079071
"2088","Yugoslavia",345,1965,0.0859637930989265,0,9.87745189666748,8.02975845336914,-0.699999988079071
"2089","Yugoslavia",345,1966,-0.0122104985639453,0,9.89019966125488,8.07246780395508,-0.699999988079071
"2090","Yugoslavia",345,1967,0.0222366191446781,0,9.90098476409912,8.08085632324219,-0.699999988079071
"2091","Yugoslavia",345,1968,0.0350107587873936,0,9.91120719909668,8.0931568145752,-0.699999988079071
"2092","Yugoslavia",345,1969,0.0219495613127947,0,9.91398239135742,8.19146347045898,-0.699999988079071
"2093","Yugoslavia",345,1970,0.221312254667282,0,9.92191696166992,8.23084354400635,-0.699999988079071
"2094","Yugoslavia",345,1971,-0.118278920650482,0,9.93173503875732,8.33110427856445,-0.699999988079071
"2095","Yugoslavia",345,1972,-0.0617282316088676,0,9.94140911102295,8.35585021972656,-0.699999988079071
"2096","Yugoslavia",345,1973,0.149403899908066,0,9.95022773742676,8.38045692443848,-0.699999988079071
"2097","Yugoslavia",345,1974,0.175239235162735,0,9.95967864990234,8.49269580841064,-0.699999988079071
"2098","Yugoslavia",345,1975,-0.0107752019539475,0,9.9689474105835,8.48384284973145,-0.699999988079071
"2099","Yugoslavia",345,1976,-0.0147940330207348,0,9.97924423217773,8.50491809844971,-0.699999988079071
"2100","Yugoslavia",345,1977,0.0472107827663422,0,9.98879337310791,8.56598377227783,-0.699999988079071
"2101","Yugoslavia",345,1978,0.0275472179055214,0,9.99766063690186,8.61086559295654,-0.699999988079071
"2102","Yugoslavia",345,1979,0.105196766555309,0,10.0063600540161,8.66888332366943,-0.699999988079071
"2103","Yugoslavia",345,1980,0.28503942489624,0,10.0125665664673,8.70995998382568,-0.5
"2104","Yugoslavia",345,1981,0.204375758767128,0,10.0200252532959,8.72160243988037,-0.5
"2105","Yugoslavia",345,1982,0.224613443017006,0,10.027606010437,8.72241687774658,-0.5
"2106","Yugoslavia",345,1983,0.261931151151657,0,10.0347785949707,8.72534465789795,-0.5
"2107","Yugoslavia",345,1984,-0.0579964593052864,0,10.0418138504028,8.74496555328369,-0.5
"2108","Yugoslavia",345,1985,-0.125168338418007,0,10.0486698150635,8.74782848358154,-0.5
"2109","Yugoslavia",345,1986,0.0915614441037178,0,10.0551347732544,8.78293609619141,-0.5
"2110","Yugoslavia",345,1987,0.0975896939635277,0,10.0612602233887,8.76686191558838,-0.5
"2111","Yugoslavia",345,1988,0.0667308121919632,0,10.0676031112671,8.74830532073975,-0.5
"2112","Yugoslavia",345,1989,0.0964414551854134,0,10.0730619430542,8.73117446899414,-0.5
"2113","Yugoslavia",345,1990,0.196481630206108,0,10.0782384872437,8.63870239257812,-0.5
"2114","Yugoslavia",345,1991,0.280589997768402,0,10.082971572876,8.49290084838867,-0.5
"2115","Bosnia and Herzegovina",346,1992,-0.221491098403931,0,8.39163017272949,NA,0
"2116","Bosnia and Herzegovina",346,1993,-0.226256281137466,0,8.39728260040283,NA,0
"2117","Bosnia and Herzegovina",346,1994,-0.197823062539101,0,8.40290451049805,NA,0
"2118","Bosnia and Herzegovina",346,1995,-0.266100108623505,0,8.4084939956665,NA,0
"2119","Bosnia and Herzegovina",346,1996,-0.391315400600433,0,8.41427421569824,NA,0
"2120","Bosnia and Herzegovina",346,1997,-0.167940184473991,0,8.23880100250244,NA,0
"2121","Bosnia and Herzegovina",346,1998,-0.113542437553406,0,8.20958042144775,NA,0
"2122","Bosnia and Herzegovina",346,1999,-0.618049204349518,0,8.25322723388672,NA,0
"2123","Bosnia and Herzegovina",346,2000,-0.705889344215393,0,8.28727722167969,NA,0
"2124","Bosnia and Herzegovina",346,2001,-0.640009224414825,0,8.2761402130127,NA,0
"2125","Bosnia and Herzegovina",346,2002,-0.592070341110229,0,8.26500415802002,NA,0
"2126","Bosnia and Herzegovina",346,2003,-0.28283566236496,0,8.25386810302734,NA,0
"2127","Bosnia and Herzegovina",346,2004,-0.296356171369553,0,8.24273014068604,NA,0
"2128","Bosnia and Herzegovina",346,2005,-0.291720151901245,0,8.25060558319092,NA,0
"2129","Bosnia and Herzegovina",346,2006,-0.0724929571151733,0,8.25999355316162,NA,0
"2130","Bosnia and Herzegovina",346,2007,-0.158323690295219,0,8.26279354095459,NA,0
"2131","Bosnia and Herzegovina",346,2008,-0.157462522387505,0,8.26259708404541,NA,0
"2132","Bosnia and Herzegovina",346,2009,-0.14038248360157,0,8.26284980773926,NA,0
"2133","Yugoslavia, Fed. Rep.",347,1991,-2.414466381073,0,NA,NA,-0.5
"2134","Yugoslavia, Fed. Rep.",347,1992,0.125577971339226,0,9.25426197052002,NA,-0.5
"2135","Yugoslavia, Fed. Rep.",347,1993,-0.745072960853577,0,9.2575101852417,NA,-0.699999988079071
"2136","Yugoslavia, Fed. Rep.",347,1994,0.51640921831131,0,9.2607479095459,NA,-0.699999988079071
"2137","Yugoslavia, Fed. Rep.",347,1995,0.51052451133728,0,9.26369190216064,NA,-0.699999988079071
"2138","Yugoslavia, Fed. Rep.",347,1996,0.357808977365494,0,9.26624774932861,NA,-0.699999988079071
"2139","Yugoslavia, Fed. Rep.",347,1997,0.321208894252777,0,9.26842021942139,NA,-0.600000023841858
"2140","Yugoslavia, Fed. Rep.",347,1998,0.103904999792576,0,9.27199935913086,NA,-0.600000023841858
"2141","Yugoslavia, Fed. Rep.",347,1999,0.039316650480032,0,9.27218818664551,NA,-0.600000023841858
"2142","Yugoslavia, Fed. Rep.",347,2000,0.241406410932541,1,9.27246952056885,NA,0.699999988079071
"2143","Yugoslavia, Fed. Rep.",347,2001,-0.0812482684850693,1,9.27246952056885,NA,0.699999988079071
"2144","Yugoslavia, Fed. Rep.",347,2002,0.144810944795609,1,9.27246952056885,NA,0.699999988079071
"2145","Yugoslavia, Fed. Rep.",347,2003,-1.51123428344727,1,9.27246952056885,NA,0.600000023841858
"2146","Yugoslavia, Fed. Rep.",347,2004,-1.57840621471405,1,9.27246952056885,NA,0.600000023841858
"2147","Yugoslavia, Fed. Rep.",347,2005,-0.696129322052002,1,9.27252197265625,NA,0.600000023841858
"2148","Yugoslavia, Fed. Rep.",347,2006,-1.15528070926666,1,9.2725658416748,NA,0.600000023841858
"2149","Montenegro",348,2006,-1.05839824676514,1,NA,NA,0.899999976158142
"2150","Montenegro",348,2007,-0.92190146446228,1,NA,NA,0.899999976158142
"2151","Montenegro",348,2008,0.245138183236122,1,NA,NA,0.899999976158142
"2152","Montenegro",348,2009,0.115387372672558,1,NA,NA,0.899999976158142
"2153","Slovenia",349,1991,-0.759282410144806,1,7.58526563644409,9.19542980194092,1
"2154","Slovenia",349,1992,1.13215148448944,1,7.59940147399902,9.13905906677246,1
"2155","Slovenia",349,1993,0.524446904659271,1,7.59689426422119,9.16628360748291,1
"2156","Slovenia",349,1994,1.17233979701996,1,7.59589004516602,9.21741485595703,1
"2157","Slovenia",349,1995,1.02995836734772,1,7.59538745880127,9.25665092468262,1
"2158","Slovenia",349,1996,0.993214786052704,1,7.59689426422119,9.28970623016357,1
"2159","Slovenia",349,1997,1.24266934394836,1,7.59488439559937,9.33450317382812,1
"2160","Slovenia",349,1998,1.25558698177338,1,7.59789800643921,9.37033081054688,1
"2161","Slovenia",349,1999,0.801028549671173,1,7.59589004516602,9.42537117004395,1
"2162","Slovenia",349,2000,1.08378195762634,1,7.59438133239746,9.46319770812988,1
"2163","Slovenia",349,2001,1.09669971466064,1,7.59438133239746,9.48948574066162,1
